Signal Time,Game,Player,Market,Side,Line,Odds,Book,EV %,Hit Rate %,Num Games,Baba Lock?,Confirmation Books,Player ID,Event ID,Commence Time,Market Key,Resolved?,Actual Outcome,Actual Stat,Resolved Time,Notes
2026-02-27T17:59:59.779137-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Payton Pritchard,Threes,Under,2.5,110,BetMGM,1.94,50.0,10,False,"FD at -106, DK at 103, ESPN at -110, Pinnacle at -108",3547276,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T18:00:17.554062-05:00,MIL Bucks vs NYK Knicks (8:10 PM EST),Ryan Rollins,Rebounds,Over,4.5,100,BallyBet,2.08,40.0,10,False,"FD at -118, DK at -118, ESPN at -120",38017712,0187f9083f62982033a3af48bf31bec9,2026-02-28 01:10:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T18:00:22.961237-05:00,MIL Bucks vs NYK Knicks (8:10 PM EST),Ryan Rollins,Rebounds,Over,4.5,100,BetRivers,2.08,40.0,10,False,"FD at -118, DK at -118, ESPN at -120",38017712,0187f9083f62982033a3af48bf31bec9,2026-02-28 01:10:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T18:00:42.713780-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Taylor Hendricks,Rebounds,Under,5.5,-122,FanDuel,2.84,70.0,10,False,"ESPN at -150, Pinnacle at -154",56677824,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T18:22:13.218973-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Tobias Harris,Rebounds,Under,5.5,-125,HardRockBet,3.5,20.0,10,False,"FD at -156, DK at -138, ESPN at -165",200,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T18:34:31.495115-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Max Christie,Threes,Over,2.5,110,theScore,2.82,20.0,10,False,"FD at -108, DK at 106, ESPN at 110, Pinnacle at -108",38017697,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T18:34:41.675696-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Shai Gilgeous-Alexander,Rebounds Assists,Over,10.5,100,HardRockBet,5.79,40.0,10,False,"FD at -128, DK at -118, ESPN at -120",175,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T18:34:43.432265-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Shai Gilgeous-Alexander,Rebounds Assists,Over,10.5,100,BetMGM,5.79,40.0,10,False,"FD at -128, DK at -118, ESPN at -120",175,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T18:56:05.630601-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jalen Duren,Rebounds,Under,11.5,-110,HardRockBet,5.83,40.0,10,False,"FD at -142, DK at -133, ESPN at -125",38017694,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T18:56:07.572962-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jalen Duren,Rebounds,Under,11.5,-115,BetMGM,3.64,40.0,10,False,"FD at -142, DK at -133, ESPN at -125",38017694,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T19:07:29.096929-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Cade Cunningham,Points,Under,25.5,-103,DraftKings,3.25,40.0,10,False,"FD at -125, DK at -103, ESPN at -125",17896075,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T19:07:32.092831-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Evan Mobley,Points,Over,15.5,100,HardRockBet,3.75,40.0,10,False,"FD at -122, DK at -110, ESPN at -125",17896076,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T19:07:51.847687-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Egor Demin,Rebounds,Under,3.5,-139,DraftKings,3.13,40.0,10,False,"FD at -174, DK at -139, ESPN at -165",1057266813,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T19:08:28.606958-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Max Christie,Points,Over,15.5,-105,HardRockBet,3.27,40.0,10,False,"FD at -128, DK at -114, ESPN at -125",38017697,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T19:18:58.487972-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Nikola Vucevic,Points,Under,11.5,100,DraftKings,3.75,60.0,10,False,"FD at -122, DK at 100, ESPN at -120",460,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T19:19:52.313711-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Nikola Jokic,Assists,Under,9.5,105,HardRockBet,2.5,50.0,10,False,"FD at -113, DK at -106, ESPN at -115",246,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T19:30:09.382484-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Baylor Scheierman,Points,Under,7.5,-102,DraftKings,6.38,50.0,10,False,"FD at -132, DK at -102, ESPN at -150",1028028434,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T19:52:51.734197-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Nikola Jokic,Assists,Over,9.5,-115,theScore,5.28,50.0,10,False,"FD at -148, DK at -124, ESPN at -115, Pinnacle at -131",246,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:03:28.373808-05:00,MIL Bucks vs NYK Knicks (8:10 PM EST),Ryan Rollins,Threes,Under,2.5,-114,DraftKings,2.63,30.0,10,False,"FD at -138, DK at -114, ESPN at -130",38017712,0187f9083f62982033a3af48bf31bec9,2026-02-28 01:10:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:03:46.526052-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Khris Middleton,Assists,Under,3.5,100,HardRockBet,4.77,60.0,10,False,"FD at -125, DK at -124, ESPN at -120",315,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:03:48.078763-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Khris Middleton,Assists,Under,3.5,100,BetMGM,4.77,60.0,10,False,"FD at -125, DK at -124, ESPN at -120",315,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:03:54.357047-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Khris Middleton,Rebounds Assists,Under,8.5,-105,HardRockBet,9.23,60.0,10,False,"FD at -146, DK at -130, ESPN at -125",315,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:03:56.940635-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Khris Middleton,Rebounds Assists,Under,8.5,-110,BetMGM,6.81,60.0,10,False,"FD at -146, DK at -130, ESPN at -125",315,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:04:07.075732-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Shai Gilgeous-Alexander,Assists,Over,6.5,-115,BetMGM,3.64,40.0,10,False,"FD at -142, DK at -144, ESPN at -145",175,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:14:17.556671-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Max Christie,Points,Over,15.5,-105,BetMGM,4.08,40.0,10,False,"FD at -130, ESPN at -130",38017697,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:14:49.065183-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Shai Gilgeous-Alexander,Rebounds Assists,Over,10.5,102,FanDuel,7.68,40.0,10,False,"ESPN at -125, DK at -140",175,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:14:56.655433-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Jamal Murray,Rebounds Assists,Under,9.5,105,HardRockBet,4.63,30.0,10,False,"FD at -118, DK at -115, ESPN at 100",335,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:14:58.737076-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Jamal Murray,Rebounds Assists,Under,9.5,105,BetMGM,4.63,30.0,10,False,"FD at -118, DK at -115, ESPN at 100",335,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:25:05.252702-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Taylor Hendricks,Points,Over,10.5,100,BetMGM,2.08,30.0,10,False,"FD at -118, DK at -125, ESPN at -120",56677824,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:25:19.108727-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Cam Spencer,Points Assists,Under,15.5,-105,HardRockBet,3.12,60.0,10,False,"FD at -130, DK at -121, ESPN at -115",1028048549,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:25:21.500838-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Cam Spencer,Points Assists,Under,15.5,-105,BetMGM,3.12,60.0,10,False,"FD at -130, DK at -121, ESPN at -115",1028048549,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T20:56:44.263156-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Bruce Brown,Points,Over,7.5,100,HardRockBet,3.38,70.0,10,True,"FD at -120, DK at -128, ESPN at -120, Pinnacle at -115",69,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:11:08.286708-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Jerami Grant,Rebounds,Under,3.5,-118,BetRivers,4.76,50.0,10,False,"FD at -154, DK at -148, ESPN at -130",182,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_rebounds,True,Win,1.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:11:10.279655-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Jerami Grant,Rebounds,Under,3.5,-117,BetParx,5.17,50.0,10,False,"FD at -154, DK at -148, ESPN at -130",182,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_rebounds,True,Win,1.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:11:12.861361-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Jerami Grant,Rebounds,Under,3.5,-118,BetMGM,4.76,50.0,10,False,"FD at -154, DK at -148, ESPN at -130",182,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_rebounds,True,Win,1.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:11:14.750603-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Jerami Grant,Rebounds,Under,3.5,-120,HardRockBet,3.95,50.0,10,False,"FD at -154, DK at -148, ESPN at -130",182,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_rebounds,True,Win,1.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:11:38.160984-05:00,WAS Wizards vs TOR Raptors (7:10 PM EST),Brandon Ingram,Rebounds Assists,Under,9.5,100,BetMGM,4.82,50.0,10,False,"FD at -128, DK at -126, ESPN at -120",227,4c59a286895065ef151e463346d10278,2026-03-01 00:10:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:11:41.065815-05:00,WAS Wizards vs TOR Raptors (7:10 PM EST),R.J. Barrett,Rebounds Assists,Under,9.5,105,BetMGM,5.41,50.0,10,False,"FD at -122, DK at -120, ESPN at -120",666423,4c59a286895065ef151e463346d10278,2026-03-01 00:10:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:11:43.363151-05:00,WAS Wizards vs TOR Raptors (7:10 PM EST),Brandon Ingram,Rebounds Assists,Under,9.5,100,HardRockBet,4.82,50.0,10,False,"FD at -128, DK at -126, ESPN at -120",227,4c59a286895065ef151e463346d10278,2026-03-01 00:10:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:11:45.518595-05:00,WAS Wizards vs TOR Raptors (7:10 PM EST),R.J. Barrett,Rebounds Assists,Under,9.5,105,HardRockBet,5.41,50.0,10,False,"FD at -122, DK at -120, ESPN at -120",666423,4c59a286895065ef151e463346d10278,2026-03-01 00:10:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:11:59.142200-05:00,GSW Warriors vs LAL Lakers (8:40 PM EST),Draymond Green,Assists,Over,4.5,-120,BetMGM,3.3,60.0,10,False,"FD at -152, DK at -136, ESPN at -150",185,76d258d71c3a2f5a4f5343023d54b6ec,2026-03-01 01:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:12:05.462335-05:00,GSW Warriors vs LAL Lakers (8:40 PM EST),Pat Spencer,Rebounds Assists,Under,7.5,100,HardRockBet,3.83,40.0,10,False,"FD at -125, DK at -122, ESPN at -120",795959473,76d258d71c3a2f5a4f5343023d54b6ec,2026-03-01 01:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:12:12.002891-05:00,GSW Warriors vs LAL Lakers (8:40 PM EST),LeBron James,Threes,Under,1.5,-135,BetMGM,5.08,60.0,10,False,"FD at -182, DK at -167, ESPN at -165",237,76d258d71c3a2f5a4f5343023d54b6ec,2026-03-01 01:40:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:12:13.830904-05:00,GSW Warriors vs LAL Lakers (8:40 PM EST),LeBron James,Threes,Under,1.5,-135,HardRockBet,5.08,60.0,10,False,"FD at -182, DK at -167, ESPN at -165",237,76d258d71c3a2f5a4f5343023d54b6ec,2026-03-01 01:40:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:12:27.522387-05:00,UTA Jazz vs NOP Pelicans (9:40 PM EST),Isaiah Collier,Rebounds,Over,2.5,-125,BetMGM,2.91,40.0,10,False,"FD at -158, DK at -141, ESPN at -160",1028025362,3c0d0af7a9235156f96a3fcae942d550,2026-03-01 02:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:12:34.440838-05:00,UTA Jazz vs NOP Pelicans (9:40 PM EST),Jeremiah Fears,Threes,Under,1.5,-165,BetMGM,3.27,60.0,10,False,"FD at -220, DK at -218, ESPN at -215",1057267077,3c0d0af7a9235156f96a3fcae942d550,2026-03-01 02:40:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:12:36.115022-05:00,UTA Jazz vs NOP Pelicans (9:40 PM EST),Jeremiah Fears,Threes,Under,1.5,-170,HardRockBet,2.13,60.0,10,False,"FD at -220, DK at -218, ESPN at -215",1057267077,3c0d0af7a9235156f96a3fcae942d550,2026-03-01 02:40:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:15:43.780370-05:00,MIA Heat vs HOU Rockets (3:10 PM EST),Kevin Durant,Threes,Under,2.5,-115,HardRockBet,3.73,50.0,10,False,"FD at -146, DK at -130, ESPN at -130",140,11c7c0f9bcd9c0052c0715b01756e1f4,2026-02-28 20:10:00+00:00,player_threes,True,Win,2.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:18:47.515775-05:00,GSW Warriors vs LAL Lakers (8:40 PM EST),De'Anthony Melton,Assists,Over,2.5,110,HardRockBet,7.52,40.0,10,False,"FD at -122, DK at -109, ESPN at -110",313,76d258d71c3a2f5a4f5343023d54b6ec,2026-03-01 01:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:18:50.702533-05:00,UTA Jazz vs NOP Pelicans (9:40 PM EST),Derik Queen,Points,Under,12.5,-103,DraftKings,3.29,70.0,10,False,"FD at -128, DK at -103, ESPN at -120",1057274415,3c0d0af7a9235156f96a3fcae942d550,2026-03-01 02:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:18:52.479462-05:00,UTA Jazz vs NOP Pelicans (9:40 PM EST),Derik Queen,Points,Under,12.5,-103,Caesars,3.29,70.0,10,False,"FD at -128, DK at -103, ESPN at -120",1057274415,3c0d0af7a9235156f96a3fcae942d550,2026-03-01 02:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:18:59.030849-05:00,UTA Jazz vs NOP Pelicans (9:40 PM EST),John Konchar,Rebounds,Under,4.5,102,FanDuel,3.36,50.0,10,False,"ESPN at -120, DK at -121",666703,3c0d0af7a9235156f96a3fcae942d550,2026-03-01 02:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:22:20.696996-05:00,MIA Heat vs HOU Rockets (3:10 PM EST),Reed Sheppard,Points Assists,Under,18.5,-105,BetMGM,3.12,40.0,10,False,"FD at -130, DK at -121, ESPN at -120",1028028519,11c7c0f9bcd9c0052c0715b01756e1f4,2026-02-28 20:10:00+00:00,player_points_assists,True,Loss,19.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:22:23.236341-05:00,MIA Heat vs HOU Rockets (3:10 PM EST),Reed Sheppard,Points Assists,Under,18.5,100,HardRockBet,5.63,40.0,10,False,"FD at -130, DK at -121, ESPN at -120",1028028519,11c7c0f9bcd9c0052c0715b01756e1f4,2026-02-28 20:10:00+00:00,player_points_assists,True,Loss,19.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:26:05.307141-05:00,WAS Wizards vs TOR Raptors (7:10 PM EST),Carlton Carrington,Points Rebounds Assists,Over,17.5,-107,DraftKings,2.18,40.0,10,False,"FD at -130, DK at -107, ESPN at -130",1028025235,4c59a286895065ef151e463346d10278,2026-03-01 00:10:00+00:00,player_points_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:26:14.340121-05:00,UTA Jazz vs NOP Pelicans (9:40 PM EST),Jeremiah Fears,Rebounds Assists,Under,7.5,100,HardRockBet,2.84,60.0,10,False,"FD at -122, DK at -117, ESPN at -115",1057267077,3c0d0af7a9235156f96a3fcae942d550,2026-03-01 02:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:29:24.885053-05:00,WAS Wizards vs TOR Raptors (7:10 PM EST),Immanuel Quickley,Points Rebounds Assists,Over,27.5,-105,BetMGM,3.12,30.0,10,False,"FD at -130, DK at -121, ESPN at -120",3547269,4c59a286895065ef151e463346d10278,2026-03-01 00:10:00+00:00,player_points_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:29:26.947313-05:00,WAS Wizards vs TOR Raptors (7:10 PM EST),Immanuel Quickley,Points Rebounds Assists,Over,27.5,-105,HardRockBet,3.12,30.0,10,False,"FD at -130, DK at -121, ESPN at -120",3547269,4c59a286895065ef151e463346d10278,2026-03-01 00:10:00+00:00,player_points_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T08:32:37.822183-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Donovan Clingan,Points,Over,13.5,100,HardRockBet,3.83,60.0,10,False,"FD at -125, DK at -123, ESPN at -120",1028025344,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_points,True,Loss,7.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:32:48.013485-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Kon Knueppel,Rebounds Assists,Under,8.5,-105,HardRockBet,5.02,50.0,10,False,"FD at -136, DK at -136, ESPN at -125",1057263194,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_rebounds_assists,True,Loss,9.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:53:38.965062-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),LaMelo Ball,Threes,Under,3.5,-125,BetMGM,4.93,50.0,10,False,"FD at -166, DK at -147, ESPN at -140",3547239,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_threes,True,Win,2.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:53:40.636660-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Kon Knueppel,Threes,Under,3.5,-105,BetMGM,5.02,30.0,10,False,"FD at -136, DK at -119, ESPN at -125",1057263194,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_threes,True,Win,2.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:53:42.306845-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),LaMelo Ball,Threes,Under,3.5,-125,HardRockBet,4.93,50.0,10,False,"FD at -166, DK at -147, ESPN at -140",3547239,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_threes,True,Win,2.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:53:44.265273-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Kon Knueppel,Threes,Under,3.5,-105,HardRockBet,5.02,30.0,10,False,"FD at -136, DK at -119, ESPN at -125",1057263194,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_threes,True,Win,2.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T08:53:50.971472-05:00,MIA Heat vs HOU Rockets (3:10 PM EST),Kel'el Ware,Rebounds,Over,6.5,-120,BetMGM,2.4,60.0,10,False,"FD at -148, DK at -148, ESPN at -130",1028029127,11c7c0f9bcd9c0052c0715b01756e1f4,2026-02-28 20:10:00+00:00,player_rebounds,True,Win,15.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T09:00:53.449165-05:00,WAS Wizards vs TOR Raptors (7:10 PM EST),Sandro Mamukelashvili,Threes,Under,1.5,-136,FanDuel,4.16,50.0,10,False,"ESPN at -170, Pinnacle at -187",17896059,4c59a286895065ef151e463346d10278,2026-03-01 00:10:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-28T09:04:04.708943-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Jrue Holiday,Points,Under,18.5,-105,HardRockBet,5.02,40.0,10,False,"FD at -136, DK at -114, ESPN at -125",214,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_points,True,Loss,25.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T09:04:16.133772-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Scoot Henderson,Assists,Under,5.5,-130,BetRivers,2.36,62.5,8,False,"FD at -162, DK at -154, ESPN at -165",56677747,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_assists,True,Win,4.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T09:04:18.204482-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Donovan Clingan,Assists,Under,2.5,-125,BetMGM,4.93,30.0,10,False,"FD at -166, DK at -153, ESPN at -160",1028025344,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_assists,True,Win,2.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T09:04:20.374062-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Donovan Clingan,Assists,Under,2.5,-130,HardRockBet,3.14,30.0,10,False,"FD at -166, DK at -153, ESPN at -160",1028025344,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_assists,True,Win,2.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T09:08:01.628694-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),Scoot Henderson,Assists,Under,5.5,-129,BetParx,3.49,62.5,8,False,"FD at -166, DK at -154, ESPN at -165",56677747,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_assists,True,Win,4.0,2026-03-01T08:00:00.235573+00:00,
2026-02-28T09:08:07.175989-05:00,CHA Hornets vs POR Blazers (1:10 PM EST),LaMelo Ball,Rebounds Assists,Under,11.5,-110,BetMGM,2.69,60.0,10,False,"FD at -136, DK at -141, ESPN at -125",3547239,2f2b3a981786a11795d308fc23769c49,2026-02-28 18:10:00+00:00,player_rebounds_assists,True,Loss,12.0,2026-03-01T08:00:00.235573+00:00,
